"URL","Impressions","Clicks","Last crawled","Discovered on","HTTP code","Document size","Backlinks"
"https://docta.me/labtests/insulin-after-240-min","0","0","","","0","0","0"
"https://docta.me/labtests/drug-panel-5-new?cityids=1","0","0","","","0","0","0"
"https://docta.me/labtests/nt-probnp?cityids=1","0","0","","","0","0","0"
"https://docta.me/labtests/wound-swab-fungi?cityids=1","0","0","","","0","0","0"
"https://docta.me/labtests/aquaporin-antibodies","0","0","","2026-05-16","0","0","0"
"https://docta.me/labtests/histopathology-colon-biopsy","0","0","","","0","0","0"
"https://docta.me/labtests/histopathology-needle-prostate-biopsy?cityids=1","0","0","","","0","0","0"
"https://docta.me/labtests/ovarian-tumor-markers?lang=de","0","0","","","0","0","0"
"https://docta.me/labtests/creatinine?tab=clinics","0","0","","","0","0","0"
"https://docta.me/labtests/pai-1","0","0","","","0","0","0"
"https://docta.me/labtests/measles-igg?cityids=1","0","0","","","0","0","0"
"https://docta.me/labtests/toxoplasma-igg?cityids=1","0","0","","","0","0","0"
"https://docta.me/labtests/echinococcus-detection-native-preparation","0","0","","","0","0","0"
"https://docta.me/labtests/ureaplasma-pcr?lang=en","0","0","","","0","0","0"
"https://docta.me/labtests/871","0","0","","2026-01-24","0","0","0"
"https://docta.me/labtests/1804?lang=en","0","0","","","0","0","0"
"https://docta.me/labtests/direct-microscopic-preparation-cervical","0","0","","","0","0","0"
"https://docta.me/labtests/free-t3?tab=clinics","0","0","","","0","0","0"
"https://docta.me/labtests/blood-group-and-rh-factor?lang=ru","0","0","","","0","0","0"
"https://docta.me/labtests/histopathology-conization-specimen?cityids=1","0","0","","","0","0","0"
"https://docta.me/labtests/1904","0","0","","","0","0","0"
"https://docta.me/labtests/transglutaminase-iga-antibodies?lang=en","0","0","","","0","0","0"
"https://docta.me/labtests/adalimumab-level","0","0","","","0","0","0"
"https://docta.me/labtests/1273","0","0","","","0","0","0"
"https://docta.me/labtests/needle-breast-biopsy-with-her2-and-ki67-receptors?cityids=1","0","0","","","0","0","0"
"https://docta.me/labtests/abo-subgroup-testing","0","0","","","0","0","0"
"https://docta.me/labtests/free-testosterone?cityids=1","0","0","","","0","0","0"
